file_path,author
/home/aiadmin/Desktop/datasets/bigText/Stowe__Harriet_Beecher/13945_SunnyMemoriesOf.txt,Stowe__Harriet_Beecher
/home/aiadmin/Desktop/datasets/bigText/Parry__Edward_Abbott__Sir/36045_TheLawand.txt,Parry__Edward_Abbott__Sir
/home/aiadmin/Desktop/datasets/bigText/Smith__Grafton_Elliot/22038_TheEvolutionof.txt,Smith__Grafton_Elliot
/home/aiadmin/Desktop/datasets/bigText/Smith__Grafton_Elliot/62164_Themigrationsof.txt,Smith__Grafton_Elliot
/home/aiadmin/Desktop/datasets/bigText/Proffatt__John/41075_TheCuriositiesand.txt,Proffatt__John
/home/aiadmin/Desktop/datasets/bigText/Bobbitt__John_Franklin/13482_WhattheSchools.txt,Bobbitt__John_Franklin
/home/aiadmin/Desktop/datasets/bigText/Pearson__Francis_B___Francis_Bail_/14567_TheReconstructedSchool.txt,Pearson__Francis_B___Francis_Bail_
/home/aiadmin/Desktop/datasets/bigText/Tocqueville__Alexis_de/815_DemocracyinAmerica.txt,Tocqueville__Alexis_de
/home/aiadmin/Desktop/datasets/bigText/Tocqueville__Alexis_de/8690_AmericanInstitutionsand.txt,Tocqueville__Alexis_de
/home/aiadmin/Desktop/datasets/bigText/Tocqueville__Alexis_de/54187_TheStateof.txt,Tocqueville__Alexis_de
/home/aiadmin/Desktop/datasets/bigText/Stebbing__W___William_/30866_AnalysisofMr.txt,Stebbing__W___William_
/home/aiadmin/Desktop/datasets/bigText/Posselt__E__A___Emanuel_Anthony_/54193_TheJacquardMachine.txt,Posselt__E__A___Emanuel_Anthony_
/home/aiadmin/Desktop/datasets/bigText/Bingham__Hiram/52248_AcrossSouthAmerica.txt,Bingham__Hiram
/home/aiadmin/Desktop/datasets/bigText/Evans__Arthur__Sir/53646_Anthropologyandthe.txt,Evans__Arthur__Sir
/home/aiadmin/Desktop/datasets/bigText/Musgrove__Charles_David/47366_NervousBreakdownsand.txt,Musgrove__Charles_David
/home/aiadmin/Desktop/datasets/bigText/Blackmar__Frank_W___Frank_Wilson_/30610_HistoryofHuman.txt,Blackmar__Frank_W___Frank_Wilson_
/home/aiadmin/Desktop/datasets/bigText/Markman__Harvey_C_/55168_FossilsAStory.txt,Markman__Harvey_C_
/home/aiadmin/Desktop/datasets/bigText/Christison__Robert__Sir/65341_TreatiseonPoisons.txt,Christison__Robert__Sir
/home/aiadmin/Desktop/datasets/bigText/Pinchot__Gifford/31367_TheTrainingof.txt,Pinchot__Gifford
/home/aiadmin/Desktop/datasets/bigText/Pinchot__Gifford/11238_TheFightfor.txt,Pinchot__Gifford
/home/aiadmin/Desktop/datasets/bigText/Newcastle__Margaret_Cavendish__Duchess_of__1624__1674/58404_GroundsofNatural.txt,Newcastle__Margaret_Cavendish__Duchess_of__1624__1674
/home/aiadmin/Desktop/datasets/bigText/Douglas_Irvine__Helen/43667_ExtractsRelatingto.txt,Douglas_Irvine__Helen
/home/aiadmin/Desktop/datasets/bigText/Goethe__Johann_Wolfgang_von/50572_GoethesTheoryof.txt,Goethe__Johann_Wolfgang_von
/home/aiadmin/Desktop/datasets/bigText/Cotter__John_L_/16277_NewDiscoveriesat.txt,Cotter__John_L_
/home/aiadmin/Desktop/datasets/bigText/Mather__Joseph/62506_SocialismExposed.txt,Mather__Joseph
/home/aiadmin/Desktop/datasets/bigText/Hume__David/62856_ATreatiseof.txt,Hume__David
/home/aiadmin/Desktop/datasets/bigText/Hume__David/4320_AnEnquiryConcerning.txt,Hume__David
/home/aiadmin/Desktop/datasets/bigText/Hume__David/36120_Essays.txt,Hume__David
/home/aiadmin/Desktop/datasets/bigText/Hume__David/9662_AnEnquiryConcerning.txt,Hume__David
/home/aiadmin/Desktop/datasets/bigText/Hume__David/19211_TheHistoryof.txt,Hume__David
/home/aiadmin/Desktop/datasets/bigText/Hume__David/59792_HumesPoliticalDiscourses.txt,Hume__David
/home/aiadmin/Desktop/datasets/bigText/Bolingbroke__Henry_St__John__Viscount/5132_LetterstoSir.txt,Bolingbroke__Henry_St__John__Viscount
/home/aiadmin/Desktop/datasets/bigText/Exquemelin__A__O___Alexandre_Olivier_/26690_ThePiratesof.txt,Exquemelin__A__O___Alexandre_Olivier_
/home/aiadmin/Desktop/datasets/bigText/Bourinot__John_George/12661_CanadaunderBritish.txt,Bourinot__John_George
/home/aiadmin/Desktop/datasets/bigText/Bourinot__John_George/13066_LordElgin.txt,Bourinot__John_George
/home/aiadmin/Desktop/datasets/bigText/Collins__John_Churton/34370_EphemeraCriticaOr.txt,Collins__John_Churton
/home/aiadmin/Desktop/datasets/bigText/Wallace__Alfred_Russel/56506_TheGeographicalDistribution.txt,Wallace__Alfred_Russel
/home/aiadmin/Desktop/datasets/bigText/Wallace__Alfred_Russel/50289_SocialEnvironmentand.txt,Wallace__Alfred_Russel
/home/aiadmin/Desktop/datasets/bigText/Wallace__Alfred_Russel/32021_IslandLifeOr.txt,Wallace__Alfred_Russel
/home/aiadmin/Desktop/datasets/bigText/Wallace__Alfred_Russel/39928_MansPlacein.txt,Wallace__Alfred_Russel
/home/aiadmin/Desktop/datasets/bigText/Wallace__Alfred_Russel/14558_Darwinism1889.txt,Wallace__Alfred_Russel
/home/aiadmin/Desktop/datasets/bigText/Wallace__Alfred_Russel/58918_VaccinationaDelusion.txt,Wallace__Alfred_Russel
/home/aiadmin/Desktop/datasets/bigText/Wallace__Alfred_Russel/2539_TheMalayArchipelago.txt,Wallace__Alfred_Russel
/home/aiadmin/Desktop/datasets/bigText/Wallace__Alfred_Russel/56507_TheGeographicalDistribution.txt,Wallace__Alfred_Russel
/home/aiadmin/Desktop/datasets/bigText/Gibbon__Lardner/57756_Explorationofthe.txt,Gibbon__Lardner
/home/aiadmin/Desktop/datasets/bigText/McKinley__William/5031_Stateofthe.txt,McKinley__William
/home/aiadmin/Desktop/datasets/bigText/McKinley__William/14446_ASupplementto.txt,McKinley__William
/home/aiadmin/Desktop/datasets/bigText/Newsholme__Arthur__Sir/69823_Publichealthand.txt,Newsholme__Arthur__Sir
/home/aiadmin/Desktop/datasets/bigText/Newsholme__Arthur__Sir/58591_Hygieneamanual.txt,Newsholme__Arthur__Sir
/home/aiadmin/Desktop/datasets/bigText/Stapleton__John_H___John_Henry___1873_/18438_ExplanationofCatholic.txt,Stapleton__John_H___John_Henry___1873_
/home/aiadmin/Desktop/datasets/bigText/McDonald__J__Daley__James_Daley___1892_/30957_AdequatePreparationfor.txt,McDonald__J__Daley__James_Daley___1892_
/home/aiadmin/Desktop/datasets/bigText/Deacon__James_E_/31513_Fishesofthe.txt,Deacon__James_E_
/home/aiadmin/Desktop/datasets/bigText/Deacon__James_E_/34787_FishPopulationsFollowing.txt,Deacon__James_E_
/home/aiadmin/Desktop/datasets/bigText/Whittier__John_Greenleaf/9599_TheWorksof.txt,Whittier__John_Greenleaf
/home/aiadmin/Desktop/datasets/bigText/Mulford__Furman_Lloyd__1869_/62677_StreetTrees.txt,Mulford__Furman_Lloyd__1869_
/home/aiadmin/Desktop/datasets/bigText/Hornaday__William_T___William_Temple_/17748_TheExterminationof.txt,Hornaday__William_T___William_Temple_
/home/aiadmin/Desktop/datasets/bigText/Birrell__Augustine/37159_ResJudicatPapers.txt,Birrell__Augustine
/home/aiadmin/Desktop/datasets/bigText/Birrell__Augustine/21793_ObiterDictaSecond.txt,Birrell__Augustine
/home/aiadmin/Desktop/datasets/bigText/McGee__E__S_/57972_AcidRainand.txt,McGee__E__S_
/home/aiadmin/Desktop/datasets/bigText/Pierson__William_Whatley__Jr_/43422_ASyllabusof.txt,Pierson__William_Whatley__Jr_
/home/aiadmin/Desktop/datasets/bigText/Moisa__Dorin_Teodor/14586_TheBrainA.txt,Moisa__Dorin_Teodor
/home/aiadmin/Desktop/datasets/bigText/Rawlinson__George/16163_TheSevenGreat.txt,Rawlinson__George
/home/aiadmin/Desktop/datasets/bigText/Rawlinson__George/16167_TheSevenGreat.txt,Rawlinson__George
/home/aiadmin/Desktop/datasets/bigText/Rawlinson__George/16162_TheSevenGreat.txt,Rawlinson__George
/home/aiadmin/Desktop/datasets/bigText/Rawlinson__George/28871_TheSevenGreat.txt,Rawlinson__George
/home/aiadmin/Desktop/datasets/bigText/Rawlinson__George/16161_TheSevenGreat.txt,Rawlinson__George
/home/aiadmin/Desktop/datasets/bigText/McCabe__Joseph/18650_TheWarand.txt,McCabe__Joseph
/home/aiadmin/Desktop/datasets/bigText/McCabe__Joseph/1043_TheStoryof.txt,McCabe__Joseph
/home/aiadmin/Desktop/datasets/bigText/McCabe__Joseph/61779_Crisesinthe.txt,McCabe__Joseph
/home/aiadmin/Desktop/datasets/bigText/McCabe__Joseph/62961_TheTyrannyof.txt,McCabe__Joseph
/home/aiadmin/Desktop/datasets/bigText/Lesseps__Ferdinand_de/59295_TheIsthmusof.txt,Lesseps__Ferdinand_de
/home/aiadmin/Desktop/datasets/bigText/Bray__Reginald_Arthur/39291_BoyLabourand.txt,Bray__Reginald_Arthur
/home/aiadmin/Desktop/datasets/bigText/Royal_Society_of_Medicine__Great_Britain_/49549_PortraitsofDr.txt,Royal_Society_of_Medicine__Great_Britain_
/home/aiadmin/Desktop/datasets/bigText/Spooner__Lysander/34187_ANewBanking.txt,Spooner__Lysander
/home/aiadmin/Desktop/datasets/bigText/Spooner__Lysander/31844_TheUnconstitutionalityof.txt,Spooner__Lysander
/home/aiadmin/Desktop/datasets/bigText/Spooner__Lysander/36145_NoTreasonVol.txt,Spooner__Lysander
/home/aiadmin/Desktop/datasets/bigText/Fox__William_Fayette/4762_CivilGovernmentof.txt,Fox__William_Fayette
/home/aiadmin/Desktop/datasets/bigText/Dicey__A__V___Albert_Venn_/14886_EnglandsCaseAgainst.txt,Dicey__A__V___Albert_Venn_
/home/aiadmin/Desktop/datasets/bigText/Dicey__A__V___Albert_Venn_/15572_ALeapin.txt,Dicey__A__V___Albert_Venn_
/home/aiadmin/Desktop/datasets/bigText/Jex_Blake__Sophia/52297_MedicalWomenTwo.txt,Jex_Blake__Sophia
/home/aiadmin/Desktop/datasets/bigText/Allen__Roland/13360_MissionarySurveyAs.txt,Allen__Roland
/home/aiadmin/Desktop/datasets/bigText/Cushman__Herbert_Ernest/61651_ABeginnersHistory.txt,Cushman__Herbert_Ernest
/home/aiadmin/Desktop/datasets/bigText/Cushman__Herbert_Ernest/62663_ABeginnersHistory.txt,Cushman__Herbert_Ernest
/home/aiadmin/Desktop/datasets/bigText/Barnes__William/44289_AnOutlineof.txt,Barnes__William
/home/aiadmin/Desktop/datasets/bigText/Fisher__Dorothy_Canfield/61045_AMontessoriMother.txt,Fisher__Dorothy_Canfield
/home/aiadmin/Desktop/datasets/bigText/Cruikshank__Alfred_Byron/57862_Popularmisgovernmentin.txt,Cruikshank__Alfred_Byron
/home/aiadmin/Desktop/datasets/bigText/Kisch__Guido/62642_WarPrisonerMoney.txt,Kisch__Guido
/home/aiadmin/Desktop/datasets/bigText/Miller__Kelly/19179_KellyMillersHistory.txt,Miller__Kelly
/home/aiadmin/Desktop/datasets/bigText/Miller__Kelly/65050_Briefforthe.txt,Miller__Kelly
/home/aiadmin/Desktop/datasets/bigText/Clark__Bertha_May__1880_/16593_GeneralScience.txt,Clark__Bertha_May__1880_
/home/aiadmin/Desktop/datasets/bigText/Pliny__the_Elder__24__79/61113_TheNaturalHistory.txt,Pliny__the_Elder__24__79
/home/aiadmin/Desktop/datasets/bigText/Hoeber__Arthur/50673_TheMentorAmerican.txt,Hoeber__Arthur
/home/aiadmin/Desktop/datasets/bigText/Hicklin__John/62240_AHistoryof.txt,Hicklin__John
/home/aiadmin/Desktop/datasets/bigText/Hicklin__John/64164_ExcursionsinNorth.txt,Hicklin__John
/home/aiadmin/Desktop/datasets/bigText/Hudson__W__H___William_Henry_/7446_TheNaturalistin.txt,Hudson__W__H___William_Henry_
/home/aiadmin/Desktop/datasets/bigText/Ingalls__Sheffield/58216_HistoryofAtchison.txt,Ingalls__Sheffield
/home/aiadmin/Desktop/datasets/bigText/Gentry__Thomas_G___Thomas_George_/64550_IntelligenceinPlants.txt,Gentry__Thomas_G___Thomas_George_
/home/aiadmin/Desktop/datasets/bigText/Luce__A__A___Arthur_Aston_/30219_MonophysitismPastand.txt,Luce__A__A___Arthur_Aston_
/home/aiadmin/Desktop/datasets/bigText/Redway__Jacques_W___Jacques_Wardlaw_/24884_CommercialGeography.txt,Redway__Jacques_W___Jacques_Wardlaw_
/home/aiadmin/Desktop/datasets/bigText/Murray__D__L___David_Leslie_/10970_Pragmatism.txt,Murray__D__L___David_Leslie_
/home/aiadmin/Desktop/datasets/bigText/Wilson__Robert_W___Robert_Warren_/32175_PreliminarySurveyof.txt,Wilson__Robert_W___Robert_Warren_
/home/aiadmin/Desktop/datasets/bigText/Cockerell__Theodore_D__A___Theodore_Dru_Alison_/34579_BeesfromBritish.txt,Cockerell__Theodore_D__A___Theodore_Dru_Alison_
/home/aiadmin/Desktop/datasets/bigText/Calderwood__Henry/37370_TheRelationsof.txt,Calderwood__Henry
/home/aiadmin/Desktop/datasets/bigText/Gilman__Lawrence/14109_EdwardMacDowellA.txt,Gilman__Lawrence
/home/aiadmin/Desktop/datasets/bigText/Worst__John_H___John_Henry_/24080_TheStewardshipof.txt,Worst__John_H___John_Henry_
/home/aiadmin/Desktop/datasets/bigText/Worst__John_H___John_Henry_/24082_ABroaderMission.txt,Worst__John_H___John_Henry_
/home/aiadmin/Desktop/datasets/bigText/Halstead__Murat/12409_TheStoryof.txt,Halstead__Murat
/home/aiadmin/Desktop/datasets/bigText/Kropotkin__Petr_Alekseevich__kniaz/31104_Theplaceof.txt,Kropotkin__Petr_Alekseevich__kniaz
/home/aiadmin/Desktop/datasets/bigText/Kropotkin__Petr_Alekseevich__kniaz/23428_TheConquestof.txt,Kropotkin__Petr_Alekseevich__kniaz
/home/aiadmin/Desktop/datasets/bigText/Hutton__William_Holden/41391_ConstantinopleTheStory.txt,Hutton__William_Holden
/home/aiadmin/Desktop/datasets/bigText/Hutton__William_Holden/22366_TheChurchand.txt,Hutton__William_Holden
/home/aiadmin/Desktop/datasets/bigText/United_States_Tariff_Commission/68224_Syntheticresinsand.txt,United_States_Tariff_Commission
/home/aiadmin/Desktop/datasets/bigText/United_States_Tariff_Commission/20041_MensSewedStraw.txt,United_States_Tariff_Commission
/home/aiadmin/Desktop/datasets/bigText/Gekle__William_F___William_Francis_/67820_ArthurMachenWeaver.txt,Gekle__William_F___William_Francis_
/home/aiadmin/Desktop/datasets/bigText/Kirk__John/21560_PapersonHealth.txt,Kirk__John
/home/aiadmin/Desktop/datasets/bigText/Calvert__George_Henry/12896_Essayssthetical.txt,Calvert__George_Henry
/home/aiadmin/Desktop/datasets/bigText/Pierson__Charles_W___Charles_Wheeler_/14104_OurChangingConstitution.txt,Pierson__Charles_W___Charles_Wheeler_
/home/aiadmin/Desktop/datasets/bigText/Macbeth__Ann/46108_ThePlayworkBook.txt,Macbeth__Ann
/home/aiadmin/Desktop/datasets/bigText/Berkeley__George/39746_TheWorksof.txt,Berkeley__George
/home/aiadmin/Desktop/datasets/bigText/Berkeley__George/4543_TheQuerist.txt,Berkeley__George
/home/aiadmin/Desktop/datasets/bigText/Berkeley__George/4723_ATreatiseConcerning.txt,Berkeley__George
/home/aiadmin/Desktop/datasets/bigText/Berkeley__George/4724_ThreeDialoguesBetween.txt,Berkeley__George
/home/aiadmin/Desktop/datasets/bigText/Steele__Joel_Dorman/6986_HygienicPhysiology.txt,Steele__Joel_Dorman
/home/aiadmin/Desktop/datasets/bigText/Bradley__Richard/31807_ThePlagueat.txt,Bradley__Richard
/home/aiadmin/Desktop/datasets/bigText/Sanford__P__Gerald__Percy_Gerald_/15308_NitroExplosivesAPractical.txt,Sanford__P__Gerald__Percy_Gerald_
/home/aiadmin/Desktop/datasets/bigText/Henderson__Hubert_Douglas__Sir/10612_SupplyandDemand.txt,Henderson__Hubert_Douglas__Sir
/home/aiadmin/Desktop/datasets/bigText/Stokes__John_H___John_Hinchman_/18324_TheThirdGreat.txt,Stokes__John_H___John_Hinchman_
/home/aiadmin/Desktop/datasets/bigText/Redgrove__H__Stanley__Herbert_Stanley_/43240_AlchemyAncientand.txt,Redgrove__H__Stanley__Herbert_Stanley_
/home/aiadmin/Desktop/datasets/bigText/Redgrove__H__Stanley__Herbert_Stanley_/1271_BygoneBeliefsBeing.txt,Redgrove__H__Stanley__Herbert_Stanley_
/home/aiadmin/Desktop/datasets/bigText/Healy__John/41073_InsulaSanctorumet.txt,Healy__John
/home/aiadmin/Desktop/datasets/bigText/Knaufft__Ernest__1864_/53561_DrawingforPrinters.txt,Knaufft__Ernest__1864_
/home/aiadmin/Desktop/datasets/bigText/Wiedemann__Alfred/48875_TheancientEgyptian.txt,Wiedemann__Alfred
/home/aiadmin/Desktop/datasets/bigText/Enelow__H__G___Hyman_Gerson_/35695_TheAlliedCountries.txt,Enelow__H__G___Hyman_Gerson_
/home/aiadmin/Desktop/datasets/bigText/Eaton__Theodore_H___Theodore_Hildreth_/37350_TheAncestryof.txt,Eaton__Theodore_H___Theodore_Hildreth_
/home/aiadmin/Desktop/datasets/bigText/Hulbert__Archer_Butler/41179_PortagePathsThe.txt,Hulbert__Archer_Butler
/home/aiadmin/Desktop/datasets/bigText/Hulbert__Archer_Butler/40873_Pathsofthe.txt,Hulbert__Archer_Butler
/home/aiadmin/Desktop/datasets/bigText/Hulbert__Archer_Butler/35194_TheNiagaraRiver.txt,Hulbert__Archer_Butler
/home/aiadmin/Desktop/datasets/bigText/Hulbert__Archer_Butler/33706_TheFutureof.txt,Hulbert__Archer_Butler
/home/aiadmin/Desktop/datasets/bigText/Collier__Price/19036_Germanyandthe.txt,Collier__Price
/home/aiadmin/Desktop/datasets/bigText/Holmes__T__Rice__Thomas_Rice_/57336_AncientBritainand.txt,Holmes__T__Rice__Thomas_Rice_
/home/aiadmin/Desktop/datasets/bigText/Miller__William_Emer/54814_MillersMindtraining.txt,Miller__William_Emer
/home/aiadmin/Desktop/datasets/bigText/Boucherie__Anthony/21592_TheArtof.txt,Boucherie__Anthony
/home/aiadmin/Desktop/datasets/bigText/Reed__John_C___John_Calvin_/37890_TheBrothersWar.txt,Reed__John_C___John_Calvin_
/home/aiadmin/Desktop/datasets/bigText/Tod__James/57374_AnnalsandAntiquities.txt,Tod__James
/home/aiadmin/Desktop/datasets/bigText/Sanderson__Dwight/29733_TheFarmerand.txt,Sanderson__Dwight
/home/aiadmin/Desktop/datasets/bigText/Smith__Stephen/56633_TheCityThat.txt,Smith__Stephen
/home/aiadmin/Desktop/datasets/bigText/Morrison__John_F___John_Frank_/70414_TrainingInfantry.txt,Morrison__John_F___John_Frank_
/home/aiadmin/Desktop/datasets/bigText/Grimké__Archibald_Henry/31299_TheUltimateCriminal.txt,Grimké__Archibald_Henry
/home/aiadmin/Desktop/datasets/bigText/Hamilton__Alexander/71719_Theworksof.txt,Hamilton__Alexander
/home/aiadmin/Desktop/datasets/bigText/Hamilton__Alexander/18_TheFederalistPapers.txt,Hamilton__Alexander
/home/aiadmin/Desktop/datasets/bigText/Tappan__Henry_Philip/35958_AReviewof.txt,Tappan__Henry_Philip
/home/aiadmin/Desktop/datasets/bigText/Hoare__Edward/52465_Thefaithfulservant.txt,Hoare__Edward
/home/aiadmin/Desktop/datasets/bigText/Hoare__Edward/52757_TheProportionsof.txt,Hoare__Edward
/home/aiadmin/Desktop/datasets/bigText/Hoare__Edward/52420_TheNewDeparture.txt,Hoare__Edward
/home/aiadmin/Desktop/datasets/bigText/Hoare__Edward/43201_MultipliedBlessingsEighteen.txt,Hoare__Edward
/home/aiadmin/Desktop/datasets/bigText/Hoare__Edward/52273_Evolution.txt,Hoare__Edward
/home/aiadmin/Desktop/datasets/bigText/Hoare__Edward/52150_TheJesuits.txt,Hoare__Edward
/home/aiadmin/Desktop/datasets/bigText/Sanders__Thomas_E___1868_/67315_TwentyTalksto.txt,Sanders__Thomas_E___1868_
/home/aiadmin/Desktop/datasets/bigText/Kennedy__John/70176_Thehistoryof.txt,Kennedy__John
/home/aiadmin/Desktop/datasets/bigText/Darling__Charles_R___Charles_Robert___1870_/56353_PyrometryAPractical.txt,Darling__Charles_R___Charles_Robert___1870_
/home/aiadmin/Desktop/datasets/bigText/Darling__Charles_R___Charles_Robert___1870_/37939_LiquidDropsand.txt,Darling__Charles_R___Charles_Robert___1870_
/home/aiadmin/Desktop/datasets/bigText/Barker__Joseph/18675_ModernSkepticismA.txt,Barker__Joseph
/home/aiadmin/Desktop/datasets/bigText/Clerke__Agnes_M___Agnes_Mary_/64649_TheHerschelsand.txt,Clerke__Agnes_M___Agnes_Mary_
/home/aiadmin/Desktop/datasets/bigText/Clerke__Agnes_M___Agnes_Mary_/28247_APopularHistory.txt,Clerke__Agnes_M___Agnes_Mary_
/home/aiadmin/Desktop/datasets/bigText/Yerkes__Robert_Mearns/8729_TheDancingMouse.txt,Yerkes__Robert_Mearns
/home/aiadmin/Desktop/datasets/bigText/Voltaire/35626_APhilosophicalDictionary.txt,Voltaire
/home/aiadmin/Desktop/datasets/bigText/Voltaire/35628_APhilosophicalDictionary.txt,Voltaire
/home/aiadmin/Desktop/datasets/bigText/Voltaire/35625_APhilosophicalDictionary.txt,Voltaire
/home/aiadmin/Desktop/datasets/bigText/Voltaire/35622_APhilosophicalDictionary.txt,Voltaire
/home/aiadmin/Desktop/datasets/bigText/Home__Gordon/12857_Cambridge.txt,Home__Gordon
/home/aiadmin/Desktop/datasets/bigText/Dominian__Leon/58205_TheFrontiersof.txt,Dominian__Leon
/home/aiadmin/Desktop/datasets/bigText/Carter__Jesse_Benedict/18222_TheReligionof.txt,Carter__Jesse_Benedict
/home/aiadmin/Desktop/datasets/bigText/Grimm__Florence_M___Florence_Marie_/37711_AstronomicalLorein.txt,Grimm__Florence_M___Florence_Marie_
/home/aiadmin/Desktop/datasets/bigText/Lutz__Henry_F___Henry_Frey_/7495_ToInfidelityand.txt,Lutz__Henry_F___Henry_Frey_
/home/aiadmin/Desktop/datasets/bigText/Cloud__D__C_/39095_Monopoliesandthe.txt,Cloud__D__C_
/home/aiadmin/Desktop/datasets/bigText/Malthus__T__R___Thomas_Robert_/4239_AnEssayon.txt,Malthus__T__R___Thomas_Robert_
/home/aiadmin/Desktop/datasets/bigText/Malthus__T__R___Thomas_Robert_/4336_AnInquiryinto.txt,Malthus__T__R___Thomas_Robert_
/home/aiadmin/Desktop/datasets/bigText/Malthus__T__R___Thomas_Robert_/62407_TheMeasureof.txt,Malthus__T__R___Thomas_Robert_
/home/aiadmin/Desktop/datasets/bigText/Malthus__T__R___Thomas_Robert_/4335_TheGroundsof.txt,Malthus__T__R___Thomas_Robert_
/home/aiadmin/Desktop/datasets/bigText/Malthus__T__R___Thomas_Robert_/61483_DefinitionsinPolitical.txt,Malthus__T__R___Thomas_Robert_
/home/aiadmin/Desktop/datasets/bigText/Malthus__T__R___Thomas_Robert_/4334_Observationsonthe.txt,Malthus__T__R___Thomas_Robert_
/home/aiadmin/Desktop/datasets/bigText/Jackson__Josephine_A___Josephine_Agnes_/14980_OutwittingOurNerves.txt,Jackson__Josephine_A___Josephine_Agnes_
/home/aiadmin/Desktop/datasets/bigText/Conn__H__W___Herbert_William_/16487_TheStoryof.txt,Conn__H__W___Herbert_William_
/home/aiadmin/Desktop/datasets/bigText/Conn__H__W___Herbert_William_/4962_TheStoryof.txt,Conn__H__W___Herbert_William_
/home/aiadmin/Desktop/datasets/bigText/Ovid__44_BCE_18_/21920_TheLastPoems.txt,Ovid__44_BCE_18_
