custom_id,author,cleaned_text
Willoughby__Westel_Woodbury-12136_GovernmentandAdministration.txt-19,Willoughby Westel Woodbury,
Willoughby__Westel_Woodbury-12136_GovernmentandAdministration.txt-8,Willoughby Westel Woodbury,
Noyes__William-20846_HandworkinWood.txt-11,Noyes William,
Noyes__William-20846_HandworkinWood.txt-17,Noyes William,
Noyes__William-20846_HandworkinWood.txt-18,Noyes William,
Nitti__Francesco_Saverio-10090_PeacelessEurope.txt-5,Nitti Francesco Saverio,
Nitti__Francesco_Saverio-10090_PeacelessEurope.txt-16,Nitti Francesco Saverio,
Nitti__Francesco_Saverio-10090_PeacelessEurope.txt-11,Nitti Francesco Saverio,
Nitti__Francesco_Saverio-10090_PeacelessEurope.txt-2,Nitti Francesco Saverio,
Nitti__Francesco_Saverio-10090_PeacelessEurope.txt-10,Nitti Francesco Saverio,
Wedmore__Frederick__Sir-68011_EtchinginEngland.txt-13,Wedmore Frederick Sir,
Wedmore__Frederick__Sir-68011_EtchinginEngland.txt-1,Wedmore Frederick Sir,
Wedmore__Frederick__Sir-68011_EtchinginEngland.txt-11,Wedmore Frederick Sir,
Wedmore__Frederick__Sir-68011_EtchinginEngland.txt-0,Wedmore Frederick Sir,
Waring__George_E___George_Edwin_-19465_DrainingforProfit.txt-16,Waring George E  George Edwin ,
Waring__George_E___George_Edwin_-19465_DrainingforProfit.txt-14,Waring George E  George Edwin ,
Waring__George_E___George_Edwin_-19465_DrainingforProfit.txt-0,Waring George E  George Edwin ,
Waring__George_E___George_Edwin_-19465_DrainingforProfit.txt-3,Waring George E  George Edwin ,
Waring__George_E___George_Edwin_-19465_DrainingforProfit.txt-2,Waring George E  George Edwin ,
Boucherie__Anthony-21592_TheArtof.txt-2,Boucherie Anthony,
Boucherie__Anthony-21592_TheArtof.txt-1,Boucherie Anthony,
Boucherie__Anthony-21592_TheArtof.txt-9,Boucherie Anthony,
Boucherie__Anthony-21592_TheArtof.txt-6,Boucherie Anthony,
Dodge__Natt_N___Natt_Noyes_-52532_SaguaroNationalMonument.txt-8,Dodge Natt N  Natt Noyes ,
Dodge__Natt_N___Natt_Noyes_-52532_SaguaroNationalMonument.txt-11,Dodge Natt N  Natt Noyes ,
Dodge__Natt_N___Natt_Noyes_-52532_SaguaroNationalMonument.txt-15,Dodge Natt N  Natt Noyes ,
Dodge__Natt_N___Natt_Noyes_-52532_SaguaroNationalMonument.txt-13,Dodge Natt N  Natt Noyes ,
Clews__Henry-70377_Fiftyyearsin.txt-15,Clews Henry,
Clews__Henry-70377_Fiftyyearsin.txt-2,Clews Henry,
Clews__Henry-70377_Fiftyyearsin.txt-8,Clews Henry,
Clews__Henry-70377_Fiftyyearsin.txt-7,Clews Henry,
Snell__F__J___Frederick_John_-19004_TheCustomsof.txt-3,Snell F J  Frederick John ,
Snell__F__J___Frederick_John_-19004_TheCustomsof.txt-17,Snell F J  Frederick John ,
Snell__F__J___Frederick_John_-19004_TheCustomsof.txt-12,Snell F J  Frederick John ,
Snell__F__J___Frederick_John_-19004_TheCustomsof.txt-14,Snell F J  Frederick John ,
Snell__F__J___Frederick_John_-19004_TheCustomsof.txt-9,Snell F J  Frederick John ,
Bellows__Henry_W___Henry_Whitney_-41280_ChristianityandModern.txt-0,Bellows Henry W  Henry Whitney ,
Bellows__Henry_W___Henry_Whitney_-41280_ChristianityandModern.txt-13,Bellows Henry W  Henry Whitney ,
Bellows__Henry_W___Henry_Whitney_-41280_ChristianityandModern.txt-2,Bellows Henry W  Henry Whitney ,
Bellows__Henry_W___Henry_Whitney_-41280_ChristianityandModern.txt-18,Bellows Henry W  Henry Whitney ,
Bellows__Henry_W___Henry_Whitney_-41280_ChristianityandModern.txt-11,Bellows Henry W  Henry Whitney ,
Inman__Thomas-38485_AncientPaganand.txt-16,Inman Thomas,
Inman__Thomas-38485_AncientPaganand.txt-5,Inman Thomas,
Inman__Thomas-38485_AncientPaganand.txt-15,Inman Thomas,
Sprague__Homer_B___Homer_Baxter_-24385_Lightsandshadows.txt-9,Sprague Homer B  Homer Baxter ,
Sprague__Homer_B___Homer_Baxter_-24385_Lightsandshadows.txt-8,Sprague Homer B  Homer Baxter ,
Sprague__Homer_B___Homer_Baxter_-24385_Lightsandshadows.txt-15,Sprague Homer B  Homer Baxter ,
Roberts__Frederick_Sleigh_Roberts__Earl-55235_LordRobertsMessage.txt-3,Roberts Frederick Sleigh Roberts Earl,
Roberts__Frederick_Sleigh_Roberts__Earl-55235_LordRobertsMessage.txt-6,Roberts Frederick Sleigh Roberts Earl,
Roberts__Frederick_Sleigh_Roberts__Earl-55235_LordRobertsMessage.txt-15,Roberts Frederick Sleigh Roberts Earl,
Roberts__Frederick_Sleigh_Roberts__Earl-55235_LordRobertsMessage.txt-1,Roberts Frederick Sleigh Roberts Earl,
Roberts__Frederick_Sleigh_Roberts__Earl-55235_LordRobertsMessage.txt-5,Roberts Frederick Sleigh Roberts Earl,
Symonds__John_Addington-36448_RenaissanceinItaly.txt-19,Symonds John Addington,
Symonds__John_Addington-36448_RenaissanceinItaly.txt-11,Symonds John Addington,
Symonds__John_Addington-36448_RenaissanceinItaly.txt-10,Symonds John Addington,
Symonds__John_Addington-35792_RenaissanceinItaly.txt-18,Symonds John Addington,
Busbecq__Ogier_Ghislain_de-53629_TheLifeand.txt-3,Busbecq Ogier Ghislain de,
Busbecq__Ogier_Ghislain_de-53629_TheLifeand.txt-16,Busbecq Ogier Ghislain de,
Busbecq__Ogier_Ghislain_de-53629_TheLifeand.txt-13,Busbecq Ogier Ghislain de,
Busbecq__Ogier_Ghislain_de-53629_TheLifeand.txt-7,Busbecq Ogier Ghislain de,
Bose__Jagadis_Chandra-48280_LifeMovementsin.txt-15,Bose Jagadis Chandra,
Bose__Jagadis_Chandra-48280_LifeMovementsin.txt-17,Bose Jagadis Chandra,
Bose__Jagadis_Chandra-48280_LifeMovementsin.txt-16,Bose Jagadis Chandra,
Bose__Jagadis_Chandra-48280_LifeMovementsin.txt-8,Bose Jagadis Chandra,
Bose__Jagadis_Chandra-48280_LifeMovementsin.txt-3,Bose Jagadis Chandra,
Notestein__Wallace-31511_AHistoryof.txt-18,Notestein Wallace,
Notestein__Wallace-31511_AHistoryof.txt-10,Notestein Wallace,
Notestein__Wallace-31511_AHistoryof.txt-5,Notestein Wallace,
Notestein__Wallace-31511_AHistoryof.txt-16,Notestein Wallace,
Stephenson__Gilbert_Thomas-65083_RaceDistinctionsin.txt-13,Stephenson Gilbert Thomas,
Stephenson__Gilbert_Thomas-65083_RaceDistinctionsin.txt-2,Stephenson Gilbert Thomas,
Stephenson__Gilbert_Thomas-65083_RaceDistinctionsin.txt-5,Stephenson Gilbert Thomas,
British_Museum__Natural_History___Department_of_Mineralogy-47147_AnIntroductionto.txt-12,British Museum Natural History  Department of Mineralogy,
Emerson__Ralph_Waldo-71393_Lettersandsocial.txt-4,Emerson Ralph Waldo,
Emerson__Ralph_Waldo-71393_Lettersandsocial.txt-5,Emerson Ralph Waldo,
Emerson__Ralph_Waldo-71393_Lettersandsocial.txt-12,Emerson Ralph Waldo,
Emerson__Ralph_Waldo-2944_EssaysFirst.txt-19,Emerson Ralph Waldo,
Alsop__George__1638_-57811_ACharacterof.txt-9,Alsop George 1638 ,
Alsop__George__1638_-57811_ACharacterof.txt-13,Alsop George 1638 ,
Alsop__George__1638_-57811_ACharacterof.txt-7,Alsop George 1638 ,
Alsop__George__1638_-57811_ACharacterof.txt-15,Alsop George 1638 ,
Alsop__George__1638_-57811_ACharacterof.txt-14,Alsop George 1638 ,
Cleveland__Grover-56060_PresidentialProblems.txt-10,Cleveland Grover,
Cleveland__Grover-5029_Stateofthe.txt-9,Cleveland Grover,
Cleveland__Grover-5029_Stateofthe.txt-17,Cleveland Grover,
Cleveland__Grover-5029_Stateofthe.txt-15,Cleveland Grover,
Cleveland__Grover-56060_PresidentialProblems.txt-6,Cleveland Grover,
Jones__Alfred_Stowell-56637_NaturalArtificial.txt-3,Jones Alfred Stowell,
Jones__Alfred_Stowell-56637_NaturalArtificial.txt-7,Jones Alfred Stowell,
Jones__Alfred_Stowell-56637_NaturalArtificial.txt-1,Jones Alfred Stowell,
Jones__Alfred_Stowell-56637_NaturalArtificial.txt-0,Jones Alfred Stowell,
Jones__Alfred_Stowell-56637_NaturalArtificial.txt-2,Jones Alfred Stowell,
Schulz__Paul_E___1910_-53539_RoadGuideto.txt-3,Schulz Paul E  1910 ,
Schulz__Paul_E___1910_-53539_RoadGuideto.txt-0,Schulz Paul E  1910 ,
Schulz__Paul_E___1910_-53539_RoadGuideto.txt-2,Schulz Paul E  1910 ,
Schulz__Paul_E___1910_-53539_RoadGuideto.txt-6,Schulz Paul E  1910 ,
Schulz__Paul_E___1910_-53539_RoadGuideto.txt-5,Schulz Paul E  1910 ,
Chéradame__André-59250_ThePanGermanPlot.txt-5,Chéradame André,
Chéradame__André-59250_ThePanGermanPlot.txt-16,Chéradame André,
Chéradame__André-59250_ThePanGermanPlot.txt-15,Chéradame André,
Chéradame__André-59250_ThePanGermanPlot.txt-11,Chéradame André,
Chéradame__André-59250_ThePanGermanPlot.txt-18,Chéradame André,
Newcastle__Margaret_Cavendish__Duchess_of__1624__1674-58404_GroundsofNatural.txt-13,Newcastle Margaret Cavendish Duchess of 1624 1674,
Newcastle__Margaret_Cavendish__Duchess_of__1624__1674-58404_GroundsofNatural.txt-15,Newcastle Margaret Cavendish Duchess of 1624 1674,
Newcastle__Margaret_Cavendish__Duchess_of__1624__1674-58404_GroundsofNatural.txt-8,Newcastle Margaret Cavendish Duchess of 1624 1674,
Newcastle__Margaret_Cavendish__Duchess_of__1624__1674-58404_GroundsofNatural.txt-2,Newcastle Margaret Cavendish Duchess of 1624 1674,
Newcastle__Margaret_Cavendish__Duchess_of__1624__1674-58404_GroundsofNatural.txt-9,Newcastle Margaret Cavendish Duchess of 1624 1674,
Mercer__Henry_C_-45853_TheLenapeStone.txt-12,Mercer Henry C ,
Mercer__Henry_C_-45853_TheLenapeStone.txt-4,Mercer Henry C ,
Mercer__Henry_C_-45853_TheLenapeStone.txt-8,Mercer Henry C ,
Knight__Charles-38367_KnowledgeIsPower.txt-16,Knight Charles,
Knight__Charles-38367_KnowledgeIsPower.txt-13,Knight Charles,
Knight__Charles-38367_KnowledgeIsPower.txt-10,Knight Charles,
Knight__Charles-38367_KnowledgeIsPower.txt-8,Knight Charles,
Knight__Charles-38367_KnowledgeIsPower.txt-4,Knight Charles,
Murphy__Robert_F___Robert_Francis_-38884_ShoshoneBannockSubsistenceand.txt-16,Murphy Robert F  Robert Francis ,
Murphy__Robert_F___Robert_Francis_-38884_ShoshoneBannockSubsistenceand.txt-9,Murphy Robert F  Robert Francis ,
Murphy__Robert_F___Robert_Francis_-38884_ShoshoneBannockSubsistenceand.txt-1,Murphy Robert F  Robert Francis ,
Murphy__Robert_F___Robert_Francis_-38884_ShoshoneBannockSubsistenceand.txt-10,Murphy Robert F  Robert Francis ,
Murphy__Robert_F___Robert_Francis_-38884_ShoshoneBannockSubsistenceand.txt-2,Murphy Robert F  Robert Francis ,
Mason__Daniel_Gregory-56593_ContemporaryComposers.txt-19,Mason Daniel Gregory,
Mason__Daniel_Gregory-58458_TheAppreciationof.txt-5,Mason Daniel Gregory,
Mason__Daniel_Gregory-56593_ContemporaryComposers.txt-5,Mason Daniel Gregory,
Mason__Daniel_Gregory-56593_ContemporaryComposers.txt-15,Mason Daniel Gregory,
Bitmead__Richard-17935_FrenchPolishingand.txt-12,Bitmead Richard,
Bitmead__Richard-17935_FrenchPolishingand.txt-18,Bitmead Richard,
Bitmead__Richard-17935_FrenchPolishingand.txt-8,Bitmead Richard,
Bitmead__Richard-17935_FrenchPolishingand.txt-9,Bitmead Richard,
Tridon__André-44085_PsychoanalysisSleepand.txt-12,Tridon André,
Tridon__André-44085_PsychoanalysisSleepand.txt-7,Tridon André,
Tridon__André-44085_PsychoanalysisSleepand.txt-9,Tridon André,
Tridon__André-44085_PsychoanalysisSleepand.txt-10,Tridon André,
Tridon__André-44085_PsychoanalysisSleepand.txt-14,Tridon André,
Phillimore__Lucy-42007_SirChristopherWren.txt-4,Phillimore Lucy,
Phillimore__Lucy-42007_SirChristopherWren.txt-17,Phillimore Lucy,
Phillimore__Lucy-42007_SirChristopherWren.txt-0,Phillimore Lucy,
Phillimore__Lucy-42007_SirChristopherWren.txt-15,Phillimore Lucy,
Stirke__D__E__C_-71338_Barotseland.txt-3,Stirke D E C ,
Stirke__D__E__C_-71338_Barotseland.txt-0,Stirke D E C ,
Stirke__D__E__C_-71338_Barotseland.txt-18,Stirke D E C ,
Stirke__D__E__C_-71338_Barotseland.txt-1,Stirke D E C ,
Holyoake__George_Jacob-36798_TheLimitsof.txt-3,Holyoake George Jacob,
Holyoake__George_Jacob-36798_TheLimitsof.txt-1,Holyoake George Jacob,
Holyoake__George_Jacob-36798_TheLimitsof.txt-4,Holyoake George Jacob,
Holyoake__George_Jacob-36798_TheLimitsof.txt-0,Holyoake George Jacob,
Holyoake__George_Jacob-36798_TheLimitsof.txt-2,Holyoake George Jacob,
Woodson__Carter_Godwin-10968_ACenturyof.txt-2,Woodson Carter Godwin,
Woodson__Carter_Godwin-10968_ACenturyof.txt-3,Woodson Carter Godwin,
Woodson__Carter_Godwin-10968_ACenturyof.txt-5,Woodson Carter Godwin,
Bernhardi__Friedrich_von-28298_CavalryinFuture.txt-17,Bernhardi Friedrich von,
Bernhardi__Friedrich_von-28298_CavalryinFuture.txt-15,Bernhardi Friedrich von,
Bernhardi__Friedrich_von-28298_CavalryinFuture.txt-14,Bernhardi Friedrich von,
Bernhardi__Friedrich_von-11352_Germanyandthe.txt-11,Bernhardi Friedrich von,
Bernhardi__Friedrich_von-11352_Germanyandthe.txt-14,Bernhardi Friedrich von,
Schroeder__Henry-68326_Historyofelectric.txt-1,Schroeder Henry,
Schroeder__Henry-68326_Historyofelectric.txt-10,Schroeder Henry,
Schroeder__Henry-68326_Historyofelectric.txt-8,Schroeder Henry,
Schroeder__Henry-68326_Historyofelectric.txt-18,Schroeder Henry,
Schroeder__Henry-68326_Historyofelectric.txt-9,Schroeder Henry,
Fawcett__Millicent_Garrett__Dame-48833_TheWomensVictoryand.txt-10,Fawcett Millicent Garrett Dame,
Fawcett__Millicent_Garrett__Dame-48833_TheWomensVictoryand.txt-6,Fawcett Millicent Garrett Dame,
Fawcett__Millicent_Garrett__Dame-48833_TheWomensVictoryand.txt-3,Fawcett Millicent Garrett Dame,
Fawcett__Millicent_Garrett__Dame-48833_TheWomensVictoryand.txt-8,Fawcett Millicent Garrett Dame,
Davison__Charles-25062_AStudyof.txt-9,Davison Charles,
Davison__Charles-25062_AStudyof.txt-3,Davison Charles,
Davison__Charles-25062_AStudyof.txt-6,Davison Charles,
Davison__Charles-25062_AStudyof.txt-5,Davison Charles,
Davison__Charles-25062_AStudyof.txt-14,Davison Charles,
Alembert__Jean_Le_Rond_d_-59729_AnAccountof.txt-4,Alembert Jean Le Rond d ,
Alembert__Jean_Le_Rond_d_-59729_AnAccountof.txt-18,Alembert Jean Le Rond d ,
Alembert__Jean_Le_Rond_d_-59729_AnAccountof.txt-11,Alembert Jean Le Rond d ,
Alembert__Jean_Le_Rond_d_-59729_AnAccountof.txt-19,Alembert Jean Le Rond d ,
Alembert__Jean_Le_Rond_d_-59729_AnAccountof.txt-10,Alembert Jean Le Rond d ,
Higgins__Chas__M___Charles_Michael_-69965_Horrorsofvaccination.txt-17,Higgins Chas M  Charles Michael ,
Lewis__G__Griffin__George_Griffin_-54196_ThePracticalBook.txt-14,Lewis G Griffin George Griffin ,
Lewis__G__Griffin__George_Griffin_-54196_ThePracticalBook.txt-2,Lewis G Griffin George Griffin ,
Lewis__G__Griffin__George_Griffin_-54196_ThePracticalBook.txt-0,Lewis G Griffin George Griffin ,
Lewis__G__Griffin__George_Griffin_-54196_ThePracticalBook.txt-1,Lewis G Griffin George Griffin ,
Lewis__G__Griffin__George_Griffin_-54196_ThePracticalBook.txt-9,Lewis G Griffin George Griffin ,
Mahan__Asa-38621_Doctrineofthe.txt-0,Mahan Asa,
Mahan__Asa-38621_Doctrineofthe.txt-12,Mahan Asa,
Mahan__Asa-38621_Doctrineofthe.txt-13,Mahan Asa,
Mahan__Asa-38621_Doctrineofthe.txt-14,Mahan Asa,
Mahan__Asa-38621_Doctrineofthe.txt-16,Mahan Asa,
Fowler__W__Warde__William_Warde_-56630_Rome.txt-0,Fowler W Warde William Warde ,
Fowler__W__Warde__William_Warde_-56630_Rome.txt-1,Fowler W Warde William Warde ,
Fowler__W__Warde__William_Warde_-23349_TheReligiousExperience.txt-12,Fowler W Warde William Warde ,
Fowler__W__Warde__William_Warde_-56630_Rome.txt-6,Fowler W Warde William Warde ,
Reed__John_C___John_Calvin_-37890_TheBrothersWar.txt-2,Reed John C  John Calvin ,
Reed__John_C___John_Calvin_-37890_TheBrothersWar.txt-18,Reed John C  John Calvin ,
Reed__John_C___John_Calvin_-37890_TheBrothersWar.txt-7,Reed John C  John Calvin ,
Reed__John_C___John_Calvin_-37890_TheBrothersWar.txt-17,Reed John C  John Calvin ,
Reed__John_C___John_Calvin_-37890_TheBrothersWar.txt-11,Reed John C  John Calvin ,
Mahan__A__T___Alfred_Thayer_-15749_TheInterestof.txt-14,Mahan A T  Alfred Thayer ,
Mahan__A__T___Alfred_Thayer_-25912_SeaPowerin.txt-14,Mahan A T  Alfred Thayer ,
Mahan__A__T___Alfred_Thayer_-25911_SeaPowerin.txt-4,Mahan A T  Alfred Thayer ,
Mahan__A__T___Alfred_Thayer_-25911_SeaPowerin.txt-18,Mahan A T  Alfred Thayer ,
Mahan__A__T___Alfred_Thayer_-25912_SeaPowerin.txt-7,Mahan A T  Alfred Thayer ,
James__James_Alton-12968_OurGovernmentLocal.txt-0,James James Alton,
James__James_Alton-12968_OurGovernmentLocal.txt-3,James James Alton,
James__James_Alton-12968_OurGovernmentLocal.txt-9,James James Alton,
James__James_Alton-12968_OurGovernmentLocal.txt-1,James James Alton,
James__James_Alton-12968_OurGovernmentLocal.txt-14,James James Alton,
Norgate__Kate-68347_Englandunderthe.txt-7,Norgate Kate,
Norgate__Kate-68347_Englandunderthe.txt-15,Norgate Kate,
Norgate__Kate-68347_Englandunderthe.txt-2,Norgate Kate,
Morris__William_O_Connor-37853_PresentIrishQuestions.txt-16,Morris William O Connor,
Morris__William_O_Connor-37853_PresentIrishQuestions.txt-4,Morris William O Connor,
Morris__William_O_Connor-37853_PresentIrishQuestions.txt-15,Morris William O Connor,
Morris__William_O_Connor-37853_PresentIrishQuestions.txt-13,Morris William O Connor,
Morris__William_O_Connor-37853_PresentIrishQuestions.txt-17,Morris William O Connor,
Shillito__Elizabeth_Helen-69599_DorotheaBealePrincipal.txt-13,Shillito Elizabeth Helen,
Shillito__Elizabeth_Helen-69599_DorotheaBealePrincipal.txt-7,Shillito Elizabeth Helen,
Shillito__Elizabeth_Helen-69599_DorotheaBealePrincipal.txt-5,Shillito Elizabeth Helen,
Shillito__Elizabeth_Helen-69599_DorotheaBealePrincipal.txt-11,Shillito Elizabeth Helen,
Shillito__Elizabeth_Helen-69599_DorotheaBealePrincipal.txt-1,Shillito Elizabeth Helen,
Sellars__Roy_Wood-31920_TheNextStep.txt-17,Sellars Roy Wood,
Sellars__Roy_Wood-31920_TheNextStep.txt-5,Sellars Roy Wood,
Sellars__Roy_Wood-31920_TheNextStep.txt-12,Sellars Roy Wood,
Sellars__Roy_Wood-31920_TheNextStep.txt-0,Sellars Roy Wood,
Sellars__Roy_Wood-31920_TheNextStep.txt-1,Sellars Roy Wood,
Ingersoll__Ernest-41158_GoldenAlaskaA.txt-17,Ingersoll Ernest,
Ingersoll__Ernest-41158_GoldenAlaskaA.txt-18,Ingersoll Ernest,
Ingersoll__Ernest-56311_TheBookof.txt-15,Ingersoll Ernest,
Ingersoll__Ernest-56311_TheBookof.txt-4,Ingersoll Ernest,
Ingersoll__Ernest-41158_GoldenAlaskaA.txt-3,Ingersoll Ernest,
Blanco__A__E_-52227_PieceGoodsManual.txt-12,Blanco A E ,
Blanco__A__E_-52227_PieceGoodsManual.txt-2,Blanco A E ,
Blanco__A__E_-52227_PieceGoodsManual.txt-11,Blanco A E ,
Blanco__A__E_-52227_PieceGoodsManual.txt-0,Blanco A E ,
Blanco__A__E_-52227_PieceGoodsManual.txt-8,Blanco A E ,
Podmore__Frank-56489_Apparitionsandthoughttransference.txt-1,Podmore Frank,
